1AM18CS077,40,44,84,28,29,57,38,30,68,28,33,61,36,48,84,37,59,96,98,0,98
1AM18CS076,35,38,73,26,29,55,28,22,50,20,27,47,26,37,63,33,56,89,98,0,98
